Title,product_id,ISSN print,ISSN electronic,Imprint,"Primary Language",Open Access,Comment,License,Main discipline,"Production Editor"
"Journal of Police and Criminal Psychology",11896,0882-0783,1936-6469,Springer,English,Hybrid (Open Choice),,CC BY,Psychology,"Janguin, Emilie"
Journal of Polymer Research,10965,1022-9760,1572-8935,Springer,English,Hybrid (Open Choice),,CC BY,Chemistry,"Villahermosa, Aimee"
"Journal of Polymers and the Environment",10924,1566-2543,1572-8919,Springer,English,Hybrid (Open Choice),,CC BY,Chemistry,"Chandrasekar, Priya"
Journal of Population Ageing,12062,1874-7884,1874-7876,Springer,English,Hybrid (Open Choice),,CC BY,Social Sciences,"Boy Cutamora, Barney"
Journal of Population Economics,148,0933-1433,1432-1475,Springer,English,Hybrid (Open Choice),,CC BY,Economics,"Marabillo, Annalyn"
Journal of Population Research,12546,1443-2447,1835-9469,Springer,English,Hybrid (Open Choice),,CC BY,Social Sciences,"Arcot, Shrivatsan"
Journal of Porous Materials,10934,1380-2224,1573-4854,Springer,English,Hybrid (Open Choice),,CC BY,Chemistry,"Nagaraj, Govind"
"The Journal of Prevention of Alzheimer's Disease",42414,,2426-0266,Serdi-Editions,English,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Doué, Sylvie"
Journal of Productivity Analysis,11123,0895-562X,1573-0441,Springer,English,Hybrid (Open Choice),,CC BY,Economics,"Nagaraj, Govind"
"Journal of Pseudo-Differential Operators and Applications",11868,1662-9981,1662-999X,Birkhäuser,English,Hybrid (Open Choice),,CC BY,Mathematics,"Gaur, Sumintra"
"Journal of Psycholinguistic Research",10936,0090-6905,1573-6555,Springer,English,Hybrid (Open Choice),,CC BY,Psychology,"Inbasigamoni, Velmuguran"
"Journal of Psychopathology and Behavioral Assessment",10862,0882-2689,1573-3505,Springer,English,Hybrid (Open Choice),,CC BY,Psychology,"Cataylo, Arlie"
"Journal of Psychosocial Rehabilitation and Mental Health",40737,,2198-963X,Springer,English,Hybrid (Open Choice),,CC BY,Psychology,"Nair, Abilash"
Journal of Public Health,10389,2198-1833,1613-2238,Springer,English,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Marino, Irish"
"Journal of Quantitative Criminology",10940,0748-4518,1573-7799,Springer,English,Hybrid (Open Choice),,CC BY,"Criminology and Criminal Justice","Nagaraj, Govind"
"Journal of Quantitative Economics",40953,0971-1554,2364-1045,Springer,English,Hybrid (Open Choice),,CC BY,Economics,"Dilger, Julia"
"Journal of Racial and Ethnic Health Disparities",40615,,2196-8837,Springer,English,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Seidenfeld, David"
Journal of Radiation Oncology,13566,1948-7894,1948-7908,Springer,English,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Chavez, Shiela"
"Journal of Radioanalytical and Nuclear Chemistry",10967,0236-5731,1588-2780,"Akadémiai Kiadó, co-published with Springer",English,Hybrid (Open Choice),,CC BY,Chemistry,"Selvaraj, Ambiga"
"Journal of Rational-Emotive & Cognitive-Behavior Therapy",10942,0894-9085,1573-6563,Springer,English,Hybrid (Open Choice),,CC BY,Psychology,"Langlois, James"
"The Journal of Real Estate Finance and Economics",11146,0895-5638,1573-045X,Springer,English,Hybrid (Open Choice),,CC BY,Economics,"Nieves, Jona Rose Delos"
"Journal of Real-Time Image Processing",11554,1861-8200,1861-8219,Springer,English,Hybrid (Open Choice),,CC BY,"Computer Science","Chinnasamy, Sathishkumar"
Journal of Regulatory Economics,11149,0922-680X,1573-0468,Springer,English,Hybrid (Open Choice),,CC BY,Economics,"Franco, Frank"
"Journal of Reliable Intelligent Environments",40860,2199-4668,2199-4676,Springer,English,Hybrid (Open Choice),,CC BY,"Computer Science","Uhl, Beate"
Journal of Religion and Health,10943,0022-4197,1573-6571,Springer,English,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Vedachalam, Hemalatha"
Journal of Religious Education,40839,1442-018X,2199-4625,Springer,English,Hybrid (Open Choice),,CC BY,Education,"Rentmeester, Esther"
Journal of Remanufacturing,13243,2210-464X,2210-4690,Springer,English,Hybrid (Open Choice),,CC BY,Engineering,"Rentmeester, Esther"
Journal of Risk and Uncertainty,11166,0895-5646,1573-0476,Springer,English,Hybrid (Open Choice),,CC BY,Economics,"Torres, Jurgen"
Journal of Robotic Surgery,11701,,1863-2491,Springer,English,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Sundaram, Anburaj"
Journal of Scheduling,10951,1094-6136,1099-1425,Springer,English,Hybrid (Open Choice),,CC BY,"Business and Management","Ramachandran, Bharathi"
"Journal of Science Education and Technology",10956,1059-0145,1573-1839,Springer,English,Hybrid (Open Choice),,CC BY,Education,"Delgado, Melissa"
Journal of Scientific Computing,10915,0885-7474,1573-7691,Springer,English,Hybrid (Open Choice),,CC BY,Mathematics,"Ramachandran, Bharathi"
Journal of Seismology,10950,1383-4649,1573-157X,Springer,English,Hybrid (Open Choice),,CC BY,Earth Sciences,"Mortillero, Jill"
"Journal of Shanghai Jiaotong University (Science)",12204,1007-1172,1995-8188,"Shanghai Jiaotong University Press, co-published with Springer",English,Hybrid (Open Choice),,CC BY,Engineering,"Gotzmann, Volker"
"Journal of Signal Processing Systems",11265,1939-8018,1939-8115,Springer,English,Hybrid (Open Choice),,CC BY,Engineering,"Alejo, Mildred"
"Journal of Social and Economic Development",40847,0972-5792,2199-6873,Springer,English,Hybrid (Open Choice),,CC BY,Economics,"Uhl, Beate"
Journal of Soils and Sediments,11368,1439-0108,1614-7480,Springer,English,Hybrid (Open Choice),,CC BY,Environment,"Chavez, Shiela"
"Journal of Sol-Gel Science and Technology",10971,0928-0707,1573-4846,Springer,English,Hybrid (Open Choice),,CC BY,"Materials Science","Devakumar, Radika"
"Journal of Solid State Electrochemistry",10008,1432-8488,1433-0768,Springer,English,Hybrid (Open Choice),,CC BY,Chemistry,"Dagoy, Igan"
Journal of Solution Chemistry,10953,0095-9782,1572-8927,Springer,English,Hybrid (Open Choice),,CC BY,Chemistry,"Nagaraj, Govind"
Journal of Statistical Physics,10955,0022-4715,1572-9613,Springer,English,Hybrid (Open Choice),,CC BY,Physics,"Jayaraj, Poongulazhali"
"Journal for STEM Education Research",41979,2520-8705,2520-8713,Springer,English,Hybrid (Open Choice),New Start in 2018.,CC BY,Education,"Davis, Jeff"
The Journal of Supercomputing,11227,0920-8542,1573-0484,Springer,English,Hybrid (Open Choice),,CC BY,"Computer Science","Uhl, Beate"
"Journal of Superconductivity and Novel Magnetism",10948,1557-1939,1557-1947,Springer,English,Hybrid (Open Choice),,CC BY,Physics,"Alejo, Mildred"
Journal of Sustainable Metallurgy,40831,2199-3823,2199-3831,Springer,English,Hybrid (Open Choice),,CC BY,Environment,"Seidenfeld, David"
"Journal of Technology in Behavioral Science",41347,,2366-5963,Springer,English,Hybrid (Open Choice),,CC BY,Psychology,"Triner, Annette"
"The Journal of Technology Transfer",10961,0892-9912,1573-7047,Springer,English,Hybrid (Open Choice),,CC BY,"Business and Management","Raj, Vatsala"
Journal of Theoretical Probability,10959,0894-9840,1572-9230,Springer,English,Hybrid (Open Choice),,CC BY,Mathematics,"Chandrasekar, Priya"
"Journal of Thermal Analysis and Calorimetry",10973,1388-6150,1588-2926,"Akadémiai Kiadó, co-published with Springer",English,Hybrid (Open Choice),,CC BY,Chemistry,"Polin, Joy"
Journal of Thermal Science,11630,1003-2169,1993-033X,"Science Press, co-published with Springer",English,Hybrid (Open Choice),,CC BY,Physics,"Gotzmann, Volker"
"Journal of Thermal Spray Technology",11666,1059-9630,1544-1016,Springer,English,Hybrid (Open Choice),,CC BY,"Materials Science","Darnowsky, Robert"
"Journal of Thrombosis and Thrombolysis",11239,0929-5305,1573-742X,Springer,English,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Inbasigamoni, Velmuguran"
Journal of Transportation Security,12198,,1938-775X,Springer,English,Hybrid (Open Choice),,CC BY,"Business and Management","Alejo, Mildred"
Journal of Ultrasound,40477,,1876-7931,Springer,English,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Bala, Senthil"
Journal of Urban Health,11524,1099-3460,1468-2869,Springer,English,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Seidenfeld, David"
"Journal für Urologie und Urogynäkologie/Österreich",41972,1023-6090,1680-9424,SpringerMedizin,German,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Wagner, Anna"
"Journal für Urologie und Urogynäkologie/Schweiz",41973,1607-8071,2520-8403,SpringerMedizin,German,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Wagner, Anna"
The Journal of Value Inquiry,10790,0022-5363,1573-0492,Springer,English,Hybrid (Open Choice),,CC BY,Philosophy,"Arcot, Shrivatsan"
"Journal on Vehicle Routing Algorithms",41604,2367-3591,2367-3605,Springer,English,Hybrid (Open Choice),New Start in 2018.,CC BY,"Computer Science","Uhl, Beate"
"Journal of Vibration Engineering & Technologies",42417,2523-3920,2523-3939,Springer,English,Hybrid (Open Choice),Take-over in 2018.,CC BY,Engineering,"Winter- Todorov, Christiane"
Journal of Visualization,12650,1343-8875,1875-8975,Springer,English,Hybrid (Open Choice),,CC BY,Engineering,"Namperumal, Citra"
Journal of Well-Being Assessment,41543,2509-4629,2509-4637,Springer,English,Hybrid (Open Choice),,CC BY,Social Sciences,"Dixit, Amit"
Journal of Wood Science,10086,,1611-4663,Springer,English,Hybrid (Open Choice),,CC BY,Life Sciences,"Somasundaram, Aravind"
Journal of World Prehistory,10963,0892-7537,1573-7802,Springer,English,Hybrid (Open Choice),,CC BY,Social Sciences,"Panneerselvam, Prathap"
Journal of Youth and Adolescence,10964,0047-2891,1573-6601,Springer,English,Hybrid (Open Choice),,CC BY,Psychology,"Nagaraj, Govind"
Jus Cogens,42439,,,Springer,English,Hybrid (Open Choice),New Start in 2019.,CC BY,Law,
Der Kardiologe,12181,1864-9718,1864-9726,SpringerMedizin,German,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Meyer-Vom Hagen, Petra"
Kew Bulletin,12225,0075-5974,1874-933X,Springer,English,Hybrid (Open Choice),,CC BY,Life Sciences,"Marino, Irish"
KI - Künstliche Intelligenz,13218,0933-1875,1610-1987,Springer,English,Hybrid (Open Choice),,CC BY,"Computer Science","Uhl, Beate"
"Knee Surgery, Sports Traumatology, Arthroscopy",167,0942-2056,1433-7347,Springer,English,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Sureshkumar, Deepika"
"Knowledge and Information Systems",10115,0219-1377,0219-3116,Springer,English,Hybrid (Open Choice),,CC BY,"Computer Science","Govindaswamy, Muralidaran"
Korea-Australia Rheology Journal,13367,1226-119X,2093-7660,"Korean Society of Rheology, Australian Society of Rheology, co published with Springer",English,Hybrid (Open Choice),,CC BY,"Materials Science","Gotzmann, Volker"
"KZfSS Kölner Zeitschrift für Soziologie und Sozialpsychologie",11577,0023-2653,1861-891X,Springer VS,German,Hybrid (Open Choice),,CC BY,Social Sciences,"Hofrichter, Patricia"
"Landscape and Ecological Engineering",11355,1860-1871,1860-188X,Springer,English,Hybrid (Open Choice),,CC BY,Life Sciences,"Stella, Angeline"
Landscape Ecology,10980,0921-2973,1572-9761,Springer,English,Hybrid (Open Choice),,CC BY,Life Sciences,"Govindaraju, Karthick"
Langenbeck's Archives of Surgery,423,1435-2443,1435-2451,Springer,English,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Mortillero, Jill"
Language Policy,10993,1568-4555,1573-1863,Springer,English,Hybrid (Open Choice),,CC BY,Linguistics,"Thilagam, Kasturi"
"Language Resources and Evaluation",10579,1574-020X,1574-0218,Springer,English,Hybrid (Open Choice),,CC BY,Linguistics,"Thilagam, Kasturi"
Lasers in Dental Science,41547,,2367-2587,Springer,English,Hybrid (Open Choice),,CC BY,Dentistry,"Scheuermann, Ria"
"Lasers in Manufacturing and Materials Processing",40516,2196-7229,2196-7237,Springer,English,Hybrid (Open Choice),,CC BY,Engineering,"Janguin, Emilie"
Lasers in Medical Science,10103,0268-8921,1435-604X,Springer,English,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Wervone Aguilar, Andrew"
Law and Critique,10978,0957-8536,1572-8617,Springer,English,Hybrid (Open Choice),,CC BY,Philosophy,"Thilagam, Kasturi"
Law and Philosophy,10982,0167-5249,1573-0522,Springer,English,Hybrid (Open Choice),,CC BY,Law,"Fathima, Jasmine"
Learning & Behavior,13420,1543-4494,1543-4508,Springer,English,Hybrid (Open Choice),,CC BY,Psychology,"Davis, Jeff"
Learning Environments Research,10984,1387-1579,1573-1855,Springer,English,Hybrid (Open Choice),,CC BY,Education,"Selvaraj, Ambiga"
L'Endocrinologo,40619,1590-170X,1720-8351,Springer,Italian,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Schüller, Bernhard"
Lettera Matematica,40329,,2281-5937,Springer,English,Hybrid (Open Choice),"Ceases publication upon completion of Volume 6 (2018).",CC BY,Mathematics,"Schüller, Bernhard"
Letters in Mathematical Physics,11005,0377-9017,1573-0530,Springer,English,Hybrid (Open Choice),,CC BY,Physics,"Kuebler, Andrea"
"Letters in Spatial and Resource Sciences",12076,,1864-404X,Springer,English,Hybrid (Open Choice),,CC BY,Economics,"Schüller, Bernhard"
Lexicography,40607,2197-4292,2197-4306,Springer,English,Hybrid (Open Choice),,CC BY,Linguistics,"Weigel, Thomas"
"Life Cycle Reliability and Safety Engineering",41872,2520-1352,2520-1360,Springer,English,Hybrid (Open Choice),,CC BY,Engineering,"Treiber, Petra"
Lifetime Data Analysis,10985,1380-7870,1572-9249,Springer,English,Hybrid (Open Choice),,CC BY,Statistics,"Shenbagam, S."
Limnology,10201,1439-8621,1439-863X,Springer,English,Hybrid (Open Choice),,CC BY,Life Sciences,"Somasundaram, Aravind"
Linguistics and Philosophy,10988,0165-0157,1573-0549,Springer,English,Hybrid (Open Choice),,CC BY,Linguistics,"Arcot, Shrivatsan"
"List Forum für Wirtschafts- und Finanzpolitik",41025,0937-0862,2364-3943,Springer Gabler,German,Hybrid (Open Choice),,CC BY,Economics,"Litterer, Marina"
Lithuanian Mathematical Journal,10986,0363-1672,1573-8825,Springer,English,Hybrid (Open Choice),,CC BY,Mathematics,"Gargar, Mary Jane"
Liverpool Law Review,10991,0144-932X,1572-8625,Springer,English,Hybrid (Open Choice),,CC BY,Law,"Govindaraju, Karthick"
LO SCALPELLO-OTODI Educational,11639,,1970-6812,Springer,Italian,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Schüller, Bernhard"
Logica Universalis,11787,1661-8297,1661-8300,Birkhäuser,English,Hybrid (Open Choice),,CC BY,Mathematics,"Vijayaraghunat han, Preetha"
Lung,408,,1432-1750,Springer,English,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Sathish, Malathi"
Machine Learning,10994,0885-6125,1573-0565,Springer,English,Hybrid (Open Choice),,CC BY,"Computer Science","Darnowsky, Robert"
Machine Translation,10590,0922-6567,1573-0573,Springer,English,Hybrid (Open Choice),,CC BY,"Computer Science","Selvaraj, Devi"
Machine Vision and Applications,138,0932-8092,1432-1769,Springer,English,Hybrid (Open Choice),,CC BY,"Computer Science","Sureshkumar, Deepika"
"Magnetic Resonance Materials in Physics, Biology and Medicine",10334,,1352-8661,Springer,English,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Sundaram, Anburaj"
Mammal Research,13364,2199-2401,2199-241X,Springer,English,Hybrid (Open Choice),,CC BY,Life Sciences,"Bajar, Mar-Jhon"
Mammalian Genome,335,0938-8990,1432-1777,Springer,English,Hybrid (Open Choice),,CC BY,Life Sciences,"Nagaraj, Govind"
"Management International Review",11575,0938-8249,1861-8901,Springer,English,Hybrid (Open Choice),,CC BY,"Business and Management","Weigel, Thomas"
Management Review Quarterly,11301,2198-1620,2198-1639,Springer,English,Hybrid (Open Choice),,CC BY,"Business and Management","Wieland, Bernd"
Managementforschung,41113,2366-6129,2366-6137,Springer Gabler,German,Hybrid (Open Choice),"Ceases publication after completion of Vol. 28 (2018).",CC BY,"Business and Management","Schüller, Bernhard"
manuscripta mathematica,229,0025-2611,1432-1785,Springer,English,Hybrid (Open Choice),,CC BY,Mathematics,"Weigel, Thomas"
MAPAN,12647,0970-3950,0974-9853,Springer,English,Hybrid (Open Choice),,CC BY,Physics,"Ahmed, Sadat"
Marine Biodiversity,12526,1867-1616,1867-1624,Springer,English,Hybrid (Open Choice),,CC BY,Life Sciences,"Chavez, Shiela"
Marine Biology,227,0025-3162,1432-1793,Springer,English,Hybrid (Open Choice),,CC BY,Life Sciences,"Singh, Albert"
Marine Biotechnology,10126,1436-2228,1436-2236,Springer,English,Hybrid (Open Choice),,CC BY,Life Sciences,"Panday, Leonora"
Marine Geophysical Research,11001,0025-3235,1573-0581,Springer,English,Hybrid (Open Choice),,CC BY,Earth Sciences,"Selvaraj, Devi"
"Marine Systems & Ocean Technology",40868,1679-396X,2199-4749,Springer,English,Hybrid (Open Choice),,CC BY,Engineering,"Davis, Jeff"
Maritime Studies,40152,1872-7859,2212-9790,Springer,English,Hybrid (Open Choice),,CC BY,Social Sciences,"Frey, Holger"
Marketing Letters,11002,0923-0645,1573-059X,Springer,English,Hybrid (Open Choice),,CC BY,"Business and Management","Pis-an, Maria Cathelyn"
Materials and Structures,11527,1359-5997,1871-6873,Springer,English,Hybrid (Open Choice),,CC BY,Engineering,"Pieren, Eric"
"Maternal and Child Health Journal",10995,1092-7875,1573-6628,Springer,English,Hybrid (Open Choice),,CC BY,"Medicine & Public Health","Devakumar, Radika"
Mathematical Geosciences,11004,1874-8961,1874-8953,Springer,English,Hybrid (Open Choice),,CC BY,Earth Sciences,"Weigel, Thomas"
The Mathematical Intelligencer,283,0343-6993,1866-7414,Springer,English,Hybrid (Open Choice),,CC BY,Mathematics,"Maged, Robert"
"Mathematical Methods of Operations Research",186,1432-2994,1432-5217,Springer,English,Hybrid (Open Choice),,CC BY,Mathematics,"Lazar, Margit"
